tahun,provinsi,wilayah,tipe,ahh_laki_laki,ahh_perempuan,ahh_gabungan
2022,BALI,Gianyar,Kabupaten/Kota,72.16,75.91,74.03
2022,BALI,Klungkung,Kabupaten/Kota,69.81,73.7,71.75
2022,BALI,Bangli,Kabupaten/Kota,68.9,72.91,70.91
2022,BALI,Karangasem,Kabupaten/Kota,68.85,72.77,70.81
2022,BALI,Buleleng,Kabupaten/Kota,70.29,74.18,72.24
2022,BALI,Kota Denpasar,Kabupaten/Kota,73.39,77.05,75.22
2022,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,Provinsi,65.14,69.07,67.1
2022,NUSA TENGGARA BARAT,Lombok Barat,Kabupaten/Kota,65.64,69.78,67.71
2022,NUSA TENGGARA BARAT,Lombok Tengah,Kabupaten/Kota,64.75,68.77,66.76
2022,NUSA TENGGARA BARAT,Lombok Timur,Kabupaten/Kota,64.53,68.58,66.56
2022,NUSA TENGGARA BARAT,Sumbawa,Kabupaten/Kota,66.08,70.2,68.14
2022,NUSA TENGGARA BARAT,Dompu,Kabupaten/Kota,65.38,69.4,67.39
2022,NUSA TENGGARA BARAT,Bima,Kabupaten/Kota,64.9,68.92,66.91
2022,NUSA TENGGARA BARAT,Sumbawa Barat,Kabupaten/Kota,66.7,70.88,68.79
2022,NUSA TENGGARA BARAT,Lombok Utara,Kabupaten/Kota,65.74,69.82,67.78
2022,NUSA TENGGARA BARAT,Kota Mataram,Kabupaten/Kota,70.25,74.19,72.22
2022,NUSA TENGGARA BARAT,Kota Bima,Kabupaten/Kota,68.84,72.88,70.86
2022,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,Provinsi,65.54,69.43,67.49
2022,NUSA TENGGARA TIMUR,Sumba Barat,Kabupaten/Kota,65.28,69.29,67.28
2022,NUSA TENGGARA TIMUR,Sumba Timur,Kabupaten/Kota,63.43,67.32,65.38
2022,NUSA TENGGARA TIMUR,Kupang,Kabupaten/Kota,63.35,67.06,65.2
2022,NUSA TENGGARA TIMUR,Timor Tengah Selatan,Kabupaten/Kota,64.67,68.67,66.67
2022,NUSA TENGGARA TIMUR,Timor Tengah Utara,Kabupaten/Kota,65.27,69.26,67.27
2022,NUSA TENGGARA TIMUR,Belu,Kabupaten/Kota,63.36,67.12,65.24
2022,NUSA TENGGARA TIMUR,Alor,Kabupaten/Kota,60.08,63.78,61.93
2022,NUSA TENGGARA TIMUR,Lembata,Kabupaten/Kota,65.49,69.38,67.44
2022,NUSA TENGGARA TIMUR,Flores Timur,Kabupaten/Kota,63.72,67.48,65.6
2022,NUSA TENGGARA TIMUR,Sikka,Kabupaten/Kota,65.87,69.75,67.81
2022,NUSA TENGGARA TIMUR,Ende,Kabupaten/Kota,63.89,67.57,65.73
2022,NUSA TENGGARA TIMUR,Ngada,Kabupaten/Kota,66.23,70.35,68.29
2022,NUSA TENGGARA TIMUR,Manggarai,Kabupaten/Kota,65.29,69.29,67.29
2022,NUSA TENGGARA TIMUR,Rote Ndao,Kabupaten/Kota,63.33,67.09,65.21
2022,NUSA TENGGARA TIMUR,Manggarai Barat,Kabupaten/Kota,65.58,69.68,67.63
2022,NUSA TENGGARA TIMUR,Sumba Tengah,Kabupaten/Kota,66.59,70.56,68.58
2022,NUSA TENGGARA TIMUR,Sumba Barat Daya,Kabupaten/Kota,66.74,70.76,68.75
2022,NUSA TENGGARA TIMUR,Nagekeo,Kabupaten/Kota,65.52,69.42,67.47
2022,NUSA TENGGARA TIMUR,Manggarai Timur,Kabupaten/Kota,66.25,70.26,68.25
2022,NUSA TENGGARA TIMUR,Sabu Raijua,Kabupaten/Kota,58.98,62.7,60.84
2022,NUSA TENGGARA TIMUR,Malaka,Kabupaten/Kota,63.34,67.2,65.27
2022,NUSA TENGGARA TIMUR,Kota Kupang,Kabupaten/Kota,68.1,71.98,70.04
2022,KALIMANTAN BARAT,KALIMANTAN BARAT,Provinsi,69.08,73.0,71.04
2022,KALIMANTAN BARAT,Sambas,Kabupaten/Kota,67.34,71.27,69.31
2022,KALIMANTAN BARAT,Bengkayang,Kabupaten/Kota,72.31,75.75,74.03
2022,KALIMANTAN BARAT,Landak,Kabupaten/Kota,71.32,75.22,73.27
2022,KALIMANTAN BARAT,Mempawah,Kabupaten/Kota,69.29,73.42,71.36
2022,KALIMANTAN BARAT,Sanggau,Kabupaten/Kota,69.6,73.46,71.53
2022,KALIMANTAN BARAT,Ketapang,Kabupaten/Kota,69.17,73.24,71.2
2022,KALIMANTAN BARAT,Sintang,Kabupaten/Kota,70.1,74.02,72.06
2022,KALIMANTAN BARAT,Kapuas Hulu,Kabupaten/Kota,70.79,74.5,72.65
2022,KALIMANTAN BARAT,Sekadau,Kabupaten/Kota,70.26,74.27,72.27
2022,KALIMANTAN BARAT,Melawi,Kabupaten/Kota,71.18,75.0,73.09
2022,KALIMANTAN BARAT,Kayong Utara,Kabupaten/Kota,66.23,70.92,68.58
2022,KALIMANTAN BARAT,Kubu Raya,Kabupaten/Kota,68.78,72.94,70.86
2022,KALIMANTAN BARAT,Kota Pontianak,Kabupaten/Kota,71.41,75.24,73.32
2022,KALIMANTAN BARAT,Kota Singkawang,Kabupaten/Kota,70.57,74.7,72.63
2022,KALIMANTAN TENGAH,KALIMANTAN TENGAH,Provinsi,68.08,72.02,70.05
2022,KALIMANTAN TENGAH,Kotawaringin Barat,Kabupaten/Kota,68.91,72.94,70.92
2022,KALIMANTAN TENGAH,Kotawaringin Timur,Kabupaten/Kota,68.04,72.12,70.08
2022,KALIMANTAN TENGAH,Kapuas,Kabupaten/Kota,66.96,70.99,68.97
2022,KALIMANTAN TENGAH,Barito Selatan,Kabupaten/Kota,65.41,69.42,67.41
2022,KALIMANTAN TENGAH,Barito Utara,Kabupaten/Kota,69.47,73.44,71.45
2022,KALIMANTAN TENGAH,Sukamara,Kabupaten/Kota,69.73,73.75,71.74
2022,KALIMANTAN TENGAH,Lamandau,Kabupaten/Kota,67.49,71.57,69.53
2022,KALIMANTAN TENGAH,Seruyan,Kabupaten/Kota,67.62,71.43,69.53
2022,KALIMANTAN TENGAH,Katingan,Kabupaten/Kota,64.06,68.11,66.09
2022,KALIMANTAN TENGAH,Pulang Pisau,Kabupaten/Kota,66.28,70.34,68.31
2022,KALIMANTAN TENGAH,Gunung Mas,Kabupaten/Kota,68.56,72.68,70.62
2022,KALIMANTAN TENGAH,Barito Timur,Kabupaten/Kota,66.47,70.6,68.53
2022,KALIMANTAN TENGAH,Murung Raya,Kabupaten/Kota,67.65,71.74,69.69
2022,KALIMANTAN TENGAH,Kota Palangka Raya,Kabupaten/Kota,71.42,75.37,73.4
2022,KALIMANTAN SELATAN,KALIMANTAN SELATAN,Provinsi,67.23,71.13,69.18
2022,KALIMANTAN SELATAN,Tanah Laut,Kabupaten/Kota,67.84,71.84,69.84
2022,KALIMANTAN SELATAN,Kotabaru,Kabupaten/Kota,67.56,71.5,69.53
2022,KALIMANTAN SELATAN,Banjar,Kabupaten/Kota,65.72,69.69,67.7
2022,KALIMANTAN SELATAN,Barito Kuala,Kabupaten/Kota,64.58,68.47,66.53
2022,KALIMANTAN SELATAN,Tapin,Kabupaten/Kota,68.88,72.82,70.85
2022,KALIMANTAN SELATAN,Hulu Sungai Selatan,Kabupaten/Kota,64.53,68.43,66.48
2022,KALIMANTAN SELATAN,Hulu Sungai Tengah,Kabupaten/Kota,64.56,68.45,66.5
2022,KALIMANTAN SELATAN,Hulu Sungai Utara,Kabupaten/Kota,62.6,66.41,64.5
2022,KALIMANTAN SELATAN,Tabalong,Kabupaten/Kota,68.85,72.81,70.83
2022,KALIMANTAN SELATAN,Tanah Bumbu,Kabupaten/Kota,68.74,72.64,70.69
2022,KALIMANTAN SELATAN,Balangan,Kabupaten/Kota,66.1,70.09,68.09
2022,KALIMANTAN SELATAN,Kota Banjarmasin,Kabupaten/Kota,69.69,73.55,71.62
2022,KALIMANTAN SELATAN,Kota Banjar Baru,Kabupaten/Kota,70.42,74.25,72.34
2022,KALIMANTAN TIMUR,KALIMANTAN TIMUR,Provinsi,72.8,76.52,74.66
2022,KALIMANTAN TIMUR,Paser,Kabupaten/Kota,70.86,74.87,72.87
2022,KALIMANTAN TIMUR,Kutai Barat,Kabupaten/Kota,71.13,74.95,73.04
2022,KALIMANTAN TIMUR,Kutai Kartanegara,Kabupaten/Kota,70.69,74.51,72.6
2022,KALIMANTAN TIMUR,Kutai Timur,Kabupaten/Kota,71.52,75.33,73.42
2022,KALIMANTAN TIMUR,Berau,Kabupaten/Kota,70.34,74.13,72.23
2022,KALIMANTAN TIMUR,Penajam Paser Utara,Kabupaten/Kota,70.05,74.08,72.06
2022,KALIMANTAN TIMUR,Mahakam Ulu,Kabupaten/Kota,70.34,74.14,72.24
2022,KALIMANTAN TIMUR,Kota Balikpapan,Kabupaten/Kota,72.88,76.58,74.73
2022,KALIMANTAN TIMUR,Kota Samarinda,Kabupaten/Kota,72.64,76.23,74.44
2022,KALIMANTAN TIMUR,Kota Bontang,Kabupaten/Kota,72.64,76.28,74.46
2022,KALIMANTAN UTARA,KALIMANTAN UTARA,Provinsi,70.7,74.54,72.62
2022,KALIMANTAN UTARA,Malinau,Kabupaten/Kota,71.3,71.73,71.52
2022,KALIMANTAN UTARA,Bulungan,Kabupaten/Kota,71.71,73.7,72.7
2022,KALIMANTAN UTARA,Tana Tidung,Kabupaten/Kota,70.75,71.66,71.2
2022,KALIMANTAN UTARA,Nunukan,Kabupaten/Kota,70.63,72.23,71.43
2022,KALIMANTAN UTARA,Kota Tarakan,Kabupaten/Kota,73.48,74.61,74.05
2022,SULAWESI UTARA,SULAWESI UTARA,Provinsi,70.16,74.04,72.1
2022,SULAWESI UTARA,Bolaang Mongondow,Kabupaten/Kota,67.72,71.68,69.7
2022,SULAWESI UTARA,Minahasa,Kabupaten/Kota,69.42,73.37,71.4
2022,SULAWESI UTARA,Kepulauan Sangihe,Kabupaten/Kota,68.42,72.4,70.41
2022,SULAWESI UTARA,Kepulauan Talaud,Kabupaten/Kota,68.5,72.46,70.48
2022,SULAWESI UTARA,Minahasa Selatan,Kabupaten/Kota,68.22,72.27,70.25
2022,SULAWESI UTARA,Minahasa Utara,Kabupaten/Kota,69.69,73.55,71.62
2022,SULAWESI UTARA,Bolaang Mongondow Utara,Kabupaten/Kota,65.97,70.0,67.98
2022,SULAWESI UTARA,Siau Tagulandang Biaro,Kabupaten/Kota,69.23,73.16,71.19
2022,SULAWESI UTARA,Minahasa Tenggara,Kabupaten/Kota,68.42,72.4,70.41
2022,SULAWESI UTARA,Bolaang Mongondow Selatan,Kabupaten/Kota,62.95,66.62,64.78
2022,SULAWESI UTARA,Bolaang Mongondow Timur,Kabupaten/Kota,66.06,70.18,68.12
2022,SULAWESI UTARA,Kota Manado,Kabupaten/Kota,70.16,74.05,72.1
2022,SULAWESI UTARA,Kota Bitung,Kabupaten/Kota,69.34,73.26,71.3
2022,SULAWESI UTARA,Kota Tomohon,Kabupaten/Kota,70.39,74.29,72.34
2022,SULAWESI UTARA,Kota Kotamobagu,Kabupaten/Kota,68.91,72.86,70.88
2022,SULAWESI TENGAH,SULAWESI TENGAH,Provinsi,66.98,70.95,68.97
2022,SULAWESI TENGAH,Banggai Kepulauan,Kabupaten/Kota,64.77,68.59,66.68
2022,SULAWESI TENGAH,Banggai,Kabupaten/Kota,68.9,72.76,70.83
2022,SULAWESI TENGAH,Morowali,Kabupaten/Kota,67.08,71.17,69.12
2022,SULAWESI TENGAH,Poso,Kabupaten/Kota,69.25,73.06,71.16
2022,SULAWESI TENGAH,Donggala,Kabupaten/Kota,65.63,69.49,67.56
2022,SULAWESI TENGAH,Toli-Toli,Kabupaten/Kota,64.4,68.27,66.34
2022,SULAWESI TENGAH,Buol,Kabupaten/Kota,67.19,71.26,69.22
2022,SULAWESI TENGAH,Parigi Moutong,Kabupaten/Kota,62.25,66.18,64.22
2022,SULAWESI TENGAH,Tojo Una-Una,Kabupaten/Kota,64.13,67.94,66.03
2022,SULAWESI TENGAH,Sigi,Kabupaten/Kota,68.11,72.0,70.06
2022,SULAWESI TENGAH,Banggai Laut,Kabupaten/Kota,63.84,67.76,65.8
2022,SULAWESI TENGAH,Morowali Utara,Kabupaten/Kota,67.59,71.72,69.66
2022,SULAWESI TENGAH,Kota Palu,Kabupaten/Kota,69.1,73.12,71.11
2022,SULAWESI SELATAN,SULAWESI SELATAN,Provinsi,69.03,72.96,71.0
2022,SULAWESI SELATAN,Kepulauan Selayar,Kabupaten/Kota,66.63,70.72,68.67
2022,SULAWESI SELATAN,Bulukumba,Kabupaten/Kota,66.29,70.48,68.39
2022,SULAWESI SELATAN,Bantaeng,Kabupaten/Kota,68.72,72.82,70.77
2022,SULAWESI SELATAN,Jeneponto,Kabupaten/Kota,64.72,68.76,66.74
2022,SULAWESI SELATAN,Takalar,Kabupaten/Kota,65.47,69.6,67.53
2022,SULAWESI SELATAN,Gowa,Kabupaten/Kota,68.61,72.59,70.6
2022,SULAWESI SELATAN,Sinjai,Kabupaten/Kota,65.63,69.58,67.6
2022,SULAWESI SELATAN,Maros,Kabupaten/Kota,67.16,71.3,69.23
2022,SULAWESI SELATAN,Pangkajene dan Kepulauan,Kabupaten/Kota,65.02,69.05,67.03
2022,SULAWESI SELATAN,Barru,Kabupaten/Kota,67.26,71.31,69.28
2022,SULAWESI SELATAN,Bone,Kabupaten/Kota,65.35,69.51,67.43
2022,SULAWESI SELATAN,Soppeng,Kabupaten/Kota,68.27,71.99,70.13
2022,SULAWESI SELATAN,Wajo,Kabupaten/Kota,65.68,69.76,67.72
2022,SULAWESI SELATAN,Sidenreng Rappang,Kabupaten/Kota,68.28,72.34,70.31
2022,SULAWESI SELATAN,Pinrang,Kabupaten/Kota,68.08,71.94,70.01
2022,SULAWESI SELATAN,Enrekang,Kabupaten/Kota,69.11,73.06,71.09
2022,SULAWESI SELATAN,Luwu,Kabupaten/Kota,68.68,72.65,70.67
2022,SULAWESI SELATAN,Tana Toraja,Kabupaten/Kota,71.77,75.54,73.66
2022,SULAWESI SELATAN,Luwu Utara,Kabupaten/Kota,66.89,71.0,68.94
2022,SULAWESI SELATAN,Luwu Timur,Kabupaten/Kota,68.86,72.9,70.88
2022,SULAWESI SELATAN,Toraja Utara,Kabupaten/Kota,71.64,75.47,73.56
2022,SULAWESI SELATAN,Kota Makasar,Kabupaten/Kota,70.4,74.27,72.34
2022,SULAWESI SELATAN,Kota Parepare,Kabupaten/Kota,69.55,73.44,71.5
2022,SULAWESI SELATAN,Kota Palopo,Kabupaten/Kota,69.15,73.06,71.11
2022,SULAWESI TENGGARA,SULAWESI TENGGARA,Provinsi,69.44,73.47,71.45
2022,SULAWESI TENGGARA,Buton,Kabupaten/Kota,66.27,70.67,68.47
2022,SULAWESI TENGGARA,Muna,Kabupaten/Kota,68.27,72.6,70.44
2022,SULAWESI TENGGARA,Konawe,Kabupaten/Kota,68.23,72.48,70.36
2022,SULAWESI TENGGARA,Kolaka,Kabupaten/Kota,69.22,73.54,71.38
2022,SULAWESI TENGGARA,Konawe Selatan,Kabupaten/Kota,68.83,73.1,70.97
2022,SULAWESI TENGGARA,Bombana,Kabupaten/Kota,67.02,71.42,69.22
2022,SULAWESI TENGGARA,Wakatobi,Kabupaten/Kota,68.43,72.75,70.59
2022,SULAWESI TENGGARA,Kolaka Utara,Kabupaten/Kota,68.37,72.51,70.44
2022,SULAWESI TENGGARA,Buton Utara,Kabupaten/Kota,68.86,73.07,70.97
2022,SULAWESI TENGGARA,Konawe Utara,Kabupaten/Kota,67.32,71.74,69.53
2022,SULAWESI TENGGARA,Kolaka Timur,Kabupaten/Kota,70.82,75.09,72.95
2022,SULAWESI TENGGARA,Konawe Kepulauan,Kabupaten/Kota,66.31,70.61,68.46
2022,SULAWESI TENGGARA,Muna Barat,Kabupaten/Kota,68.25,72.48,70.37
2022,SULAWESI TENGGARA,Buton Tengah,Kabupaten/Kota,65.62,69.82,67.72
2022,SULAWESI TENGGARA,Buton Selatan,Kabupaten/Kota,65.59,69.79,67.69
2022,SULAWESI TENGGARA,Kota Kendari,Kabupaten/Kota,71.91,76.0,73.95
2022,SULAWESI TENGGARA,Kota Baubau,Kabupaten/Kota,69.2,73.53,71.37
2022,GORONTALO,GORONTALO,Provinsi,66.56,70.53,68.55
2022,GORONTALO,Boalemo,Kabupaten/Kota,67.66,71.57,69.61
2022,GORONTALO,Gorontalo,Kabupaten/Kota,65.63,69.88,67.75
2022,GORONTALO,Pohuwato,Kabupaten/Kota,62.69,66.51,64.6
2022,GORONTALO,Bone Bolango,Kabupaten/Kota,66.56,70.83,68.69
2022,GORONTALO,Gorontalo Utara,Kabupaten/Kota,64.3,68.17,66.23
2022,GORONTALO,Kota Gorontalo,Kabupaten/Kota,70.94,74.74,72.84
2022,SULAWESI BARAT,SULAWESI BARAT,Provinsi,63.74,67.6,65.67
2022,SULAWESI BARAT,Majene,Kabupaten/Kota,60.22,63.94,62.08
2022,SULAWESI BARAT,Polewali Mandar,Kabupaten/Kota,60.89,64.72,62.8
2022,SULAWESI BARAT,Mamasa,Kabupaten/Kota,69.25,73.12,71.19
2022,SULAWESI BARAT,Mamuju,Kabupaten/Kota,66.13,70.17,68.15
2022,SULAWESI BARAT,Mamuju Utara / Pasangkayu,Kabupaten/Kota,64.92,68.73,66.83
2022,SULAWESI BARAT,Mamuju Tengah,Kabupaten/Kota,66.88,70.94,68.91
2022,MALUKU,MALUKU,Provinsi,64.53,68.43,66.48
2022,MALUKU,Maluku Tenggara Barat / Kepulauan Tanimbar,Kabupaten/Kota,61.73,65.59,63.66
2022,MALUKU,Maluku Tenggara,Kabupaten/Kota,63.43,67.33,65.38
2022,MALUKU,Maluku Tengah,Kabupaten/Kota,64.65,68.62,66.64
2022,MALUKU,Buru,Kabupaten/Kota,64.65,68.6,66.62
2022,MALUKU,Kepulauan Aru,Kabupaten/Kota,61.27,65.12,63.2
2022,MALUKU,Seram Bagian Barat,Kabupaten/Kota,60.18,64.06,62.12
2022,MALUKU,Seram Bagian Timur,Kabupaten/Kota,58.06,61.8,59.93
2022,MALUKU,Maluku Barat Daya,Kabupaten/Kota,60.98,64.84,62.91
2022,MALUKU,Buru Selatan,Kabupaten/Kota,64.65,68.63,66.64
2022,MALUKU,Kota Ambon,Kabupaten/Kota,68.97,72.91,70.94
2022,MALUKU,Kota Tual,Kabupaten/Kota,64.14,68.05,66.09
2022,MALUKU UTARA,MALUKU UTARA,Provinsi,66.84,70.79,68.81
2022,MALUKU UTARA,Halmahera Barat,Kabupaten/Kota,64.63,68.54,66.59
2022,MALUKU UTARA,Halmahera Tengah,Kabupaten/Kota,62.5,66.48,64.49
2022,MALUKU UTARA,Kepulauan Sula,Kabupaten/Kota,61.68,65.55,63.61
2022,MALUKU UTARA,Halmahera Selatan,Kabupaten/Kota,64.22,68.09,66.16
2022,MALUKU UTARA,Halmahera Utara,Kabupaten/Kota,67.82,71.84,69.83
2022,MALUKU UTARA,Halmahera Timur,Kabupaten/Kota,67.51,71.44,69.47
2022,MALUKU UTARA,Pulau Morotai,Kabupaten/Kota,65.65,69.66,67.66
2022,MALUKU UTARA,Pulau Taliabu,Kabupaten/Kota,60.56,64.37,62.47
2022,MALUKU UTARA,Kota Ternate,Kabupaten/Kota,69.35,73.28,71.31
2022,MALUKU UTARA,Kota Tidore Kepulauan,Kabupaten/Kota,67.74,71.65,69.69
2022,PAPUA BARAT,PAPUA BARAT,Provinsi,64.54,68.44,66.49
2022,PAPUA BARAT,Fakfak,Kabupaten/Kota,66.74,70.72,68.73
2022,PAPUA BARAT,Kaimana,Kabupaten/Kota,63.28,67.23,65.25
2022,PAPUA BARAT,Teluk Wondama,Kabupaten/Kota,58.68,62.44,60.56
2022,PAPUA BARAT,Teluk Bintuni,Kabupaten/Kota,59.48,63.28,61.38
2022,PAPUA BARAT,Manokwari,Kabupaten/Kota,67.15,71.21,69.18
2022,PAPUA BARAT,Sorong Selatan,Kabupaten/Kota,64.68,68.7,66.69
2022,PAPUA BARAT,Sorong,Kabupaten/Kota,64.55,68.57,66.56
2022,PAPUA BARAT,Raja Ampat,Kabupaten/Kota,63.11,67.1,65.1
2022,PAPUA BARAT,Tambrauw,Kabupaten/Kota,58.82,62.5,60.66
2022,PAPUA BARAT,Maybrat,Kabupaten/Kota,63.46,67.54,65.5
2022,PAPUA BARAT,Manokwari Selatan,Kabupaten/Kota,65.83,69.77,67.8
2022,PAPUA BARAT,Pegunungan Arfak,Kabupaten/Kota,65.49,69.46,67.47
2022,PAPUA BARAT,Kota Sorong,Kabupaten/Kota,69.37,73.42,71.4
2022,PAPUA BARAT DAYA,PAPUA BARAT DAYA,Provinsi,,,
2022,PAPUA BARAT DAYA,Raja Ampat,Kabupaten/Kota,,,
2022,PAPUA BARAT DAYA,Sorong,Kabupaten/Kota,,,
2022,PAPUA BARAT DAYA,Sorong Selatan,Kabupaten/Kota,,,
2022,PAPUA BARAT DAYA,Maybrat,Kabupaten/Kota,,,
2022,PAPUA BARAT DAYA,Tambrauw,Kabupaten/Kota,,,
2022,PAPUA BARAT DAYA,Kota Sorong,Kabupaten/Kota,,,
2022,PAPUA,PAPUA,Provinsi,64.34,68.16,66.25
2022,PAPUA,Merauke,Kabupaten/Kota,65.57,69.23,67.4
2022,PAPUA,Jayawijaya,Kabupaten/Kota,58.47,62.01,60.24
2022,PAPUA,Jayapura,Kabupaten/Kota,64.98,69.46,67.22
2022,PAPUA,Nabire,Kabupaten/Kota,66.05,70.41,68.23
2022,PAPUA,Kepulauan Yapen,Kabupaten/Kota,67.09,71.39,69.24
2022,PAPUA,Biak Numfor,Kabupaten/Kota,66.23,70.53,68.38
2022,PAPUA,Paniai,Kabupaten/Kota,64.46,68.9,66.68
2022,PAPUA,Puncak Jaya,Kabupaten/Kota,63.76,67.59,65.67
2022,PAPUA,Mimika,Kabupaten/Kota,70.69,74.51,72.6
2022,PAPUA,Boven Digoel,Kabupaten/Kota,58.97,62.56,60.77
2022,PAPUA,Mappi,Kabupaten/Kota,63.75,67.56,65.66
2022,PAPUA,Asmat,Kabupaten/Kota,57.15,60.66,58.91
2022,PAPUA,Yahukimo,Kabupaten/Kota,64.33,68.28,66.31
2022,PAPUA,Pegunungan Bintang,Kabupaten/Kota,62.48,66.73,64.61
2022,PAPUA,Tolikara,Kabupaten/Kota,64.13,67.99,66.06
2022,PAPUA,Sarmi,Kabupaten/Kota,64.79,68.69,66.74
2022,PAPUA,Keerom,Kabupaten/Kota,64.86,69.03,66.94
2022,PAPUA,Waropen,Kabupaten/Kota,64.7,68.64,66.67
2022,PAPUA,Supiori,Kabupaten/Kota,64.39,68.33,66.36
2022,PAPUA,Mamberamo Raya,Kabupaten/Kota,56.6,60.04,58.32
2022,PAPUA,Nduga,Kabupaten/Kota,53.86,57.36,55.61
2022,PAPUA,Lanny Jaya,Kabupaten/Kota,64.18,68.28,66.23
2022,PAPUA,Mamberamo Tengah,Kabupaten/Kota,62.14,65.95,64.05
2022,PAPUA,Yalimo,Kabupaten/Kota,63.56,67.68,65.62
2022,PAPUA,Puncak,Kabupaten/Kota,64.51,68.07,66.29
2022,PAPUA,Dogiyai,Kabupaten/Kota,64.19,68.07,66.13
2022,PAPUA,Intan Jaya,Kabupaten/Kota,63.89,67.86,65.88
2022,PAPUA,Deiyai,Kabupaten/Kota,63.72,67.61,65.66
2022,PAPUA,Kota Jayapura,Kabupaten/Kota,68.75,72.79,70.77
2022,PAPUA SELATAN,PAPUA SELATAN,Provinsi,,,
2022,PAPUA SELATAN,Merauke,Kabupaten/Kota,,,
2022,PAPUA SELATAN,Boven Digoel,Kabupaten/Kota,,,
2022,PAPUA SELATAN,Mappi,Kabupaten/Kota,,,
2022,PAPUA SELATAN,Asmat,Kabupaten/Kota,,,
2022,PAPUA TENGAH,PAPUA TENGAH,Provinsi,,,
2022,PAPUA TENGAH,Mimika,Kabupaten/Kota,,,
2022,PAPUA TENGAH,Dogiyai,Kabupaten/Kota,,,
2022,PAPUA TENGAH,Deiyai,Kabupaten/Kota,,,
2022,PAPUA TENGAH,Nabire,Kabupaten/Kota,,,
2022,PAPUA TENGAH,Paniai,Kabupaten/Kota,,,
2022,PAPUA TENGAH,Intan Jaya,Kabupaten/Kota,,,
2022,PAPUA TENGAH,Puncak,Kabupaten/Kota,,,
2022,PAPUA TENGAH,Puncak Jaya,Kabupaten/Kota,,,
2022,PAPUA PEGUNUNGAN,PAPUA PEGUNUNGAN,Provinsi,,,
2022,PAPUA PEGUNUNGAN,Nduga,Kabupaten/Kota,,,
2022,PAPUA PEGUNUNGAN,Jayawijaya,Kabupaten/Kota,,,
2022,PAPUA PEGUNUNGAN,Lanny Jaya,Kabupaten/Kota,,,
2022,PAPUA PEGUNUNGAN,Tolikara,Kabupaten/Kota,,,
2022,PAPUA PEGUNUNGAN,Mamberamo Tengah,Kabupaten/Kota,,,
2022,PAPUA PEGUNUNGAN,Yalimo,Kabupaten/Kota,,,
2022,PAPUA PEGUNUNGAN,Yahukimo,Kabupaten/Kota,,,
2022,PAPUA PEGUNUNGAN,Pegunungan Bintang,Kabupaten/Kota,,,
2022,INDONESIA,INDONESIA,Provinsi,69.93,73.83,71.88
2023,ACEH,ACEH,Provinsi,68.42,72.35,70.38
2023,ACEH,Simeulue,Kabupaten/Kota,63.72,67.59,65.66
2023,ACEH,Aceh Singkil,Kabupaten/Kota,65.84,69.82,67.83
2023,ACEH,Aceh Selatan,Kabupaten/Kota,62.94,66.78,64.86
2023,ACEH,Aceh Tenggara,Kabupaten/Kota,66.71,70.69,68.7
2023,ACEH,Aceh Timur,Kabupaten/Kota,67.14,71.1,69.12
2023,ACEH,Aceh Tengah,Kabupaten/Kota,67.25,71.21,69.23
2023,ACEH,Aceh Barat,Kabupaten/Kota,66.4,70.38,68.39
2023,ACEH,Aceh Besar,Kabupaten/Kota,68.22,72.16,70.19
2023,ACEH,Pidie,Kabupaten/Kota,65.36,69.32,67.34
2023,ACEH,Bireuen,Kabupaten/Kota,69.72,73.7,71.71
2023,ACEH,Aceh Utara,Kabupaten/Kota,67.21,71.18,69.19
2023,ACEH,Aceh Barat Daya,Kabupaten/Kota,63.6,67.46,65.53
2023,ACEH,Gayo Lues,Kabupaten/Kota,64.02,67.91,65.97
2023,ACEH,Aceh Tamiang,Kabupaten/Kota,68.12,72.06,70.09
2023,ACEH,Nagan Raya,Kabupaten/Kota,67.68,71.63,69.66
2023,ACEH,Aceh Jaya,Kabupaten/Kota,65.62,69.59,67.61
2023,ACEH,Bener Meriah,Kabupaten/Kota,67.71,71.66,69.69
2023,ACEH,Pidie Jaya,Kabupaten/Kota,68.68,72.61,70.65
2023,ACEH,Kota Banda Aceh,Kabupaten/Kota,70.07,74.07,72.07
2023,ACEH,Kota Sabang,Kabupaten/Kota,69.05,73.0,71.03
2023,ACEH,Kota Langsa,Kabupaten/Kota,67.85,71.8,69.82
2023,ACEH,Kota Lhokseumawe,Kabupaten/Kota,70.11,74.11,72.11
2023,ACEH,Kota Subulussalam,Kabupaten/Kota,62.54,66.37,64.45
2023,SUMATERA UTARA,SUMATERA UTARA,Provinsi,68.06,72.0,70.03
2023,SUMATERA UTARA,Nias,Kabupaten/Kota,68.42,72.35,70.38
2023,SUMATERA UTARA,Mandailing Natal,Kabupaten/Kota,61.62,65.42,63.52
2023,SUMATERA UTARA,Tapanuli Selatan,Kabupaten/Kota,63.67,67.54,65.61
2023,SUMATERA UTARA,Tapanuli Tengah,Kabupaten/Kota,65.95,69.94,67.94
2023,SUMATERA UTARA,Tapanuli Utara,Kabupaten/Kota,67.64,71.59,69.62
2023,SUMATERA UTARA,Toba Samosir / Toba,Kabupaten/Kota,69.31,73.27,71.29
