tahun,provinsi,wilayah,tipe,ahh_laki_laki,ahh_perempuan,ahh_gabungan
2021,LAMPUNG,Pesisir Barat,Kabupaten/Kota,61.71,65.52,63.61
2021,LAMPUNG,Kota Bandar Lampung,Kabupaten/Kota,69.42,73.25,71.34
2021,LAMPUNG,Kota Metro,Kabupaten/Kota,69.69,73.55,71.62
2021,KEP. BANGKA BELITUNG,KEP. BANGKA BELITUNG,Provinsi,68.86,72.7,70.78
2021,KEP. BANGKA BELITUNG,Bangka,Kabupaten/Kota,69.15,73.0,71.08
2021,KEP. BANGKA BELITUNG,Belitung,Kabupaten/Kota,69.09,73.0,71.05
2021,KEP. BANGKA BELITUNG,Bangka Barat,Kabupaten/Kota,68.07,72.03,70.05
2021,KEP. BANGKA BELITUNG,Bangka Tengah,Kabupaten/Kota,69.57,73.39,71.48
2021,KEP. BANGKA BELITUNG,Bangka Selatan,Kabupaten/Kota,66.26,70.34,68.3
2021,KEP. BANGKA BELITUNG,Belitung Timur,Kabupaten/Kota,70.15,74.0,72.08
2021,KEP. BANGKA BELITUNG,Kota Pangkal Pinang,Kabupaten/Kota,71.48,75.23,73.36
2021,KEPULAUAN RIAU,KEPULAUAN RIAU,Provinsi,68.24,72.07,70.16
2021,KEPULAUAN RIAU,Karimun,Kabupaten/Kota,69.11,73.02,71.06
2021,KEPULAUAN RIAU,Bintan,Kabupaten/Kota,68.41,72.41,70.41
2021,KEPULAUAN RIAU,Natuna,Kabupaten/Kota,63.32,67.17,65.25
2021,KEPULAUAN RIAU,Lingga,Kabupaten/Kota,60.47,64.23,62.35
2021,KEPULAUAN RIAU,Kepulauan Anambas,Kabupaten/Kota,65.35,69.27,67.31
2021,KEPULAUAN RIAU,Kota Batam,Kabupaten/Kota,71.41,75.21,73.31
2021,KEPULAUAN RIAU,Kota Tanjung Pinang,Kabupaten/Kota,70.21,74.05,72.13
2021,DKI JAKARTA,DKI JAKARTA,Provinsi,71.21,74.91,73.06
2021,DKI JAKARTA,Kep. Seribu,Kabupaten/Kota,66.84,71.03,68.94
2021,DKI JAKARTA,Kota Jakarta Selatan,Kabupaten/Kota,72.33,76.12,74.22
2021,DKI JAKARTA,Kota Jakarta Timur,Kabupaten/Kota,72.7,76.27,74.48
2021,DKI JAKARTA,Kota Jakarta Pusat,Kabupaten/Kota,72.3,76.0,74.15
2021,DKI JAKARTA,Kota Jakarta Barat,Kabupaten/Kota,71.82,75.49,73.66
2021,DKI JAKARTA,Kota Jakarta Utara,Kabupaten/Kota,71.44,75.22,73.33
2021,JAWA BARAT,JAWA BARAT,Provinsi,71.57,75.19,73.38
2021,JAWA BARAT,Bogor,Kabupaten/Kota,69.52,73.25,71.38
2021,JAWA BARAT,Sukabumi,Kabupaten/Kota,69.27,73.13,71.2
2021,JAWA BARAT,Cianjur,Kabupaten/Kota,68.45,72.23,70.34
2021,JAWA BARAT,Bandung,Kabupaten/Kota,71.94,75.52,73.73
2021,JAWA BARAT,Garut,Kabupaten/Kota,69.74,73.48,71.61
2021,JAWA BARAT,Tasikmalaya,Kabupaten/Kota,67.78,71.59,69.69
2021,JAWA BARAT,Ciamis,Kabupaten/Kota,70.19,73.91,72.05
2021,JAWA BARAT,Kuningan,Kabupaten/Kota,71.98,75.61,73.8
2021,JAWA BARAT,Cirebon,Kabupaten/Kota,70.34,74.07,72.2
2021,JAWA BARAT,Majalengka,Kabupaten/Kota,68.58,72.37,70.47
2021,JAWA BARAT,Sumedang,Kabupaten/Kota,70.77,74.49,72.63
2021,JAWA BARAT,Indramayu,Kabupaten/Kota,70.01,73.72,71.87
2021,JAWA BARAT,Subang,Kabupaten/Kota,70.78,74.44,72.61
2021,JAWA BARAT,Purwakarta,Kabupaten/Kota,69.31,73.08,71.19
2021,JAWA BARAT,Karawang,Kabupaten/Kota,70.5,74.21,72.35
2021,JAWA BARAT,Bekasi,Kabupaten/Kota,71.99,75.63,73.81
2021,JAWA BARAT,Bandung Barat,Kabupaten/Kota,70.7,74.39,72.55
2021,JAWA BARAT,Pangandaran,Kabupaten/Kota,69.75,73.48,71.62
2021,JAWA BARAT,Kota Bogor,Kabupaten/Kota,72.02,75.65,73.84
2021,JAWA BARAT,Kota Sukabumi,Kabupaten/Kota,70.75,74.44,72.59
2021,JAWA BARAT,Kota Bandung,Kabupaten/Kota,72.71,76.16,74.44
2021,JAWA BARAT,Kota Cirebon,Kabupaten/Kota,70.61,74.31,72.46
2021,JAWA BARAT,Kota Bekasi,Kabupaten/Kota,73.48,76.89,75.19
2021,JAWA BARAT,Kota Depok,Kabupaten/Kota,72.87,76.6,74.73
2021,JAWA BARAT,Kota Cimahi,Kabupaten/Kota,72.45,75.96,74.2
2021,JAWA BARAT,Kota Tasikmalaya,Kabupaten/Kota,70.52,74.21,72.36
2021,JAWA BARAT,Kota Banjar,Kabupaten/Kota,69.31,73.08,71.19
2021,JAWA TENGAH,JAWA TENGAH,Provinsi,72.61,76.42,74.52
2021,JAWA TENGAH,Cilacap,Kabupaten/Kota,72.05,75.75,73.9
2021,JAWA TENGAH,Banyumas,Kabupaten/Kota,71.93,75.71,73.82
2021,JAWA TENGAH,Purbalingga,Kabupaten/Kota,71.3,75.09,73.19
2021,JAWA TENGAH,Banjarnegara,Kabupaten/Kota,72.4,76.11,74.25
2021,JAWA TENGAH,Kebumen,Kabupaten/Kota,71.65,75.41,73.53
2021,JAWA TENGAH,Purworejo,Kabupaten/Kota,73.0,76.69,74.84
2021,JAWA TENGAH,Wonosobo,Kabupaten/Kota,70.01,73.84,71.93
2021,JAWA TENGAH,Magelang,Kabupaten/Kota,71.99,75.73,73.86
2021,JAWA TENGAH,Boyolali,Kabupaten/Kota,74.24,77.96,76.1
2021,JAWA TENGAH,Klaten,Kabupaten/Kota,75.1,78.8,76.95
2021,JAWA TENGAH,Sukoharjo,Kabupaten/Kota,75.99,79.72,77.85
2021,JAWA TENGAH,Wonogiri,Kabupaten/Kota,74.44,78.13,76.28
2021,JAWA TENGAH,Karanganyar,Kabupaten/Kota,75.81,79.43,77.62
2021,JAWA TENGAH,Sragen,Kabupaten/Kota,74.0,77.64,75.82
2021,JAWA TENGAH,Grobogan,Kabupaten/Kota,73.0,76.66,74.83
2021,JAWA TENGAH,Blora,Kabupaten/Kota,72.66,76.35,74.5
2021,JAWA TENGAH,Rembang,Kabupaten/Kota,72.73,76.43,74.58
2021,JAWA TENGAH,Pati,Kabupaten/Kota,74.28,78.1,76.19
2021,JAWA TENGAH,Kudus,Kabupaten/Kota,74.87,78.66,76.77
2021,JAWA TENGAH,Jepara,Kabupaten/Kota,74.11,77.89,76.0
2021,JAWA TENGAH,Demak,Kabupaten/Kota,73.64,77.37,75.5
2021,JAWA TENGAH,Semarang,Kabupaten/Kota,74.0,77.69,75.84
2021,JAWA TENGAH,Temanggung,Kabupaten/Kota,73.81,77.57,75.69
2021,JAWA TENGAH,Kendal,Kabupaten/Kota,72.64,76.34,74.49
2021,JAWA TENGAH,Batang,Kabupaten/Kota,72.89,76.65,74.77
2021,JAWA TENGAH,Pekalongan,Kabupaten/Kota,71.84,75.6,73.72
2021,JAWA TENGAH,Pemalang,Kabupaten/Kota,71.65,75.46,73.56
2021,JAWA TENGAH,Tegal,Kabupaten/Kota,69.83,73.61,71.72
2021,JAWA TENGAH,Brebes,Kabupaten/Kota,67.64,71.44,69.54
2021,JAWA TENGAH,Kota Magelang,Kabupaten/Kota,75.11,78.82,76.97
2021,JAWA TENGAH,Kota Surakarta,Kabupaten/Kota,75.57,79.23,77.4
2021,JAWA TENGAH,Kota Salatiga,Kabupaten/Kota,75.5,79.44,77.47
2021,JAWA TENGAH,Kota Semarang,Kabupaten/Kota,75.79,79.43,77.61
2021,JAWA TENGAH,Kota Pekalongan,Kabupaten/Kota,72.54,76.26,74.4
2021,JAWA TENGAH,Kota Tegal,Kabupaten/Kota,72.66,76.46,74.56
2021,D I YOGYAKARTA,D I YOGYAKARTA,Provinsi,73.27,76.89,75.08
2021,D I YOGYAKARTA,Kulon Progo,Kabupaten/Kota,73.39,77.18,75.28
2021,D I YOGYAKARTA,Bantul,Kabupaten/Kota,71.97,75.71,73.84
2021,D I YOGYAKARTA,Gunung Kidul,Kabupaten/Kota,72.26,76.02,74.14
2021,D I YOGYAKARTA,Sleman,Kabupaten/Kota,73.08,76.73,74.91
2021,D I YOGYAKARTA,Kota Yogyakarta,Kabupaten/Kota,72.92,76.4,74.66
2021,JAWA TIMUR,JAWA TIMUR,Provinsi,69.51,73.35,71.43
2021,JAWA TIMUR,Pacitan,Kabupaten/Kota,70.11,73.95,72.03
2021,JAWA TIMUR,Ponorogo,Kabupaten/Kota,70.9,74.69,72.8
2021,JAWA TIMUR,Trenggalek,Kabupaten/Kota,71.95,75.65,73.8
2021,JAWA TIMUR,Tulungagung,Kabupaten/Kota,72.27,75.96,74.11
2021,JAWA TIMUR,Blitar,Kabupaten/Kota,71.69,75.43,73.56
2021,JAWA TIMUR,Kediri,Kabupaten/Kota,70.69,74.48,72.59
2021,JAWA TIMUR,Malang,Kabupaten/Kota,70.64,74.46,72.55
2021,JAWA TIMUR,Lumajang,Kabupaten/Kota,68.19,72.15,70.17
2021,JAWA TIMUR,Jember,Kabupaten/Kota,67.24,71.21,69.22
2021,JAWA TIMUR,Banyuwangi,Kabupaten/Kota,68.67,72.67,70.67
2021,JAWA TIMUR,Bondowoso,Kabupaten/Kota,64.85,68.81,66.83
2021,JAWA TIMUR,Situbondo,Kabupaten/Kota,67.22,71.15,69.19
2021,JAWA TIMUR,Probolinggo,Kabupaten/Kota,65.34,69.31,67.33
2021,JAWA TIMUR,Pasuruan,Kabupaten/Kota,68.21,72.18,70.19
2021,JAWA TIMUR,Sidoarjo,Kabupaten/Kota,72.15,75.83,73.99
2021,JAWA TIMUR,Mojokerto,Kabupaten/Kota,70.64,74.43,72.53
2021,JAWA TIMUR,Jombang,Kabupaten/Kota,70.53,74.34,72.44
2021,JAWA TIMUR,Nganjuk,Kabupaten/Kota,69.61,73.49,71.55
2021,JAWA TIMUR,Madiun,Kabupaten/Kota,69.52,73.39,71.45
2021,JAWA TIMUR,Magetan,Kabupaten/Kota,70.67,74.52,72.59
2021,JAWA TIMUR,Ngawi,Kabupaten/Kota,70.46,74.25,72.35
2021,JAWA TIMUR,Bojonegoro,Kabupaten/Kota,69.75,73.6,71.67
2021,JAWA TIMUR,Tuban,Kabupaten/Kota,69.58,73.45,71.52
2021,JAWA TIMUR,Lamongan,Kabupaten/Kota,70.53,74.34,72.44
2021,JAWA TIMUR,Gresik,Kabupaten/Kota,70.71,74.53,72.62
2021,JAWA TIMUR,Bangkalan,Kabupaten/Kota,68.19,72.14,70.16
2021,JAWA TIMUR,Sampang,Kabupaten/Kota,66.02,70.03,68.03
2021,JAWA TIMUR,Pamekasan,Kabupaten/Kota,65.62,69.63,67.62
2021,JAWA TIMUR,Sumenep,Kabupaten/Kota,69.58,73.43,71.5
2021,JAWA TIMUR,Kota Kediri,Kabupaten/Kota,72.11,75.88,74.0
2021,JAWA TIMUR,Kota Blitar,Kabupaten/Kota,71.95,75.65,73.8
2021,JAWA TIMUR,Kota Malang,Kabupaten/Kota,71.4,75.22,73.31
2021,JAWA TIMUR,Kota Probolinggo,Kabupaten/Kota,68.3,72.27,70.28
2021,JAWA TIMUR,Kota Pasuruan,Kabupaten/Kota,69.61,73.47,71.54
2021,JAWA TIMUR,Kota Mojokerto,Kabupaten/Kota,71.43,75.23,73.33
2021,JAWA TIMUR,Kota Madiun,Kabupaten/Kota,70.89,74.69,72.79
2021,JAWA TIMUR,Kota Surabaya,Kabupaten/Kota,72.27,75.97,74.12
2021,JAWA TIMUR,Kota Batu,Kabupaten/Kota,70.66,74.54,72.6
2021,BANTEN,BANTEN,Provinsi,68.15,71.99,70.07
2021,BANTEN,Pandeglang,Kabupaten/Kota,62.82,66.68,64.75
2021,BANTEN,Lebak,Kabupaten/Kota,65.33,69.24,67.28
2021,BANTEN,Tangerang,Kabupaten/Kota,67.93,71.84,69.89
2021,BANTEN,Serang,Kabupaten/Kota,62.82,66.61,64.72
2021,BANTEN,Kota Tangerang,Kabupaten/Kota,69.61,73.49,71.55
2021,BANTEN,Kota Cilegon,Kabupaten/Kota,64.68,68.61,66.65
2021,BANTEN,Kota Serang,Kabupaten/Kota,65.91,70.06,67.98
2021,BANTEN,Kota Tangerang Selatan,Kabupaten/Kota,70.55,74.31,72.43
2021,BALI,BALI,Provinsi,70.39,74.17,72.28
2021,BALI,Jembrana,Kabupaten/Kota,70.5,74.3,72.4
2021,BALI,Tabanan,Kabupaten/Kota,71.84,75.53,73.69
2021,BALI,Badung,Kabupaten/Kota,73.35,76.77,75.06
2021,BALI,Gianyar,Kabupaten/Kota,71.87,75.56,73.72
2021,BALI,Klungkung,Kabupaten/Kota,69.44,73.27,71.35
2021,BALI,Bangli,Kabupaten/Kota,68.61,72.53,70.57
2021,BALI,Karangasem,Kabupaten/Kota,68.57,72.43,70.5
2021,BALI,Buleleng,Kabupaten/Kota,69.99,73.8,71.89
2021,BALI,Kota Denpasar,Kabupaten/Kota,73.08,76.68,74.88
2021,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,Provinsi,64.81,68.66,66.73
2021,NUSA TENGGARA BARAT,Lombok Barat,Kabupaten/Kota,65.26,69.08,67.17
2021,NUSA TENGGARA BARAT,Lombok Tengah,Kabupaten/Kota,64.46,68.25,66.35
2021,NUSA TENGGARA BARAT,Lombok Timur,Kabupaten/Kota,64.23,68.02,66.12
2021,NUSA TENGGARA BARAT,Sumbawa,Kabupaten/Kota,65.77,69.62,67.69
2021,NUSA TENGGARA BARAT,Dompu,Kabupaten/Kota,65.07,68.86,66.97
2021,NUSA TENGGARA BARAT,Bima,Kabupaten/Kota,64.59,68.37,66.48
2021,NUSA TENGGARA BARAT,Sumbawa Barat,Kabupaten/Kota,66.34,70.21,68.28
2021,NUSA TENGGARA BARAT,Lombok Utara,Kabupaten/Kota,65.42,69.24,67.33
2021,NUSA TENGGARA BARAT,Kota Mataram,Kabupaten/Kota,69.98,73.74,71.86
2021,NUSA TENGGARA BARAT,Kota Bima,Kabupaten/Kota,68.57,72.4,70.48
2021,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,Provinsi,65.28,69.11,67.19
2021,NUSA TENGGARA TIMUR,Sumba Barat,Kabupaten/Kota,65.14,69.05,67.09
2021,NUSA TENGGARA TIMUR,Sumba Timur,Kabupaten/Kota,63.22,67.05,65.13
2021,NUSA TENGGARA TIMUR,Kupang,Kabupaten/Kota,63.01,66.68,64.84
2021,NUSA TENGGARA TIMUR,Timor Tengah Selatan,Kabupaten/Kota,64.51,68.39,66.45
2021,NUSA TENGGARA TIMUR,Timor Tengah Utara,Kabupaten/Kota,65.09,68.96,67.03
2021,NUSA TENGGARA TIMUR,Belu,Kabupaten/Kota,63.0,66.71,64.85
2021,NUSA TENGGARA TIMUR,Alor,Kabupaten/Kota,59.78,63.42,61.6
2021,NUSA TENGGARA TIMUR,Lembata,Kabupaten/Kota,65.24,69.06,67.15
2021,NUSA TENGGARA TIMUR,Flores Timur,Kabupaten/Kota,63.42,67.16,65.29
2021,NUSA TENGGARA TIMUR,Sikka,Kabupaten/Kota,65.49,69.34,67.41
2021,NUSA TENGGARA TIMUR,Ende,Kabupaten/Kota,63.56,67.24,65.4
2021,NUSA TENGGARA TIMUR,Ngada,Kabupaten/Kota,66.04,70.05,68.05
2021,NUSA TENGGARA TIMUR,Manggarai,Kabupaten/Kota,65.1,69.0,67.05
2021,NUSA TENGGARA TIMUR,Rote Ndao,Kabupaten/Kota,62.98,66.69,64.83
2021,NUSA TENGGARA TIMUR,Manggarai Barat,Kabupaten/Kota,65.4,69.38,67.39
2021,NUSA TENGGARA TIMUR,Sumba Tengah,Kabupaten/Kota,66.43,70.33,68.38
2021,NUSA TENGGARA TIMUR,Sumba Barat Daya,Kabupaten/Kota,66.58,70.5,68.54
2021,NUSA TENGGARA TIMUR,Nagekeo,Kabupaten/Kota,65.26,69.1,67.18
2021,NUSA TENGGARA TIMUR,Manggarai Timur,Kabupaten/Kota,66.1,70.01,68.06
2021,NUSA TENGGARA TIMUR,Sabu Raijua,Kabupaten/Kota,58.82,62.45,60.64
2021,NUSA TENGGARA TIMUR,Malaka,Kabupaten/Kota,63.04,66.88,64.96
2021,NUSA TENGGARA TIMUR,Kota Kupang,Kabupaten/Kota,67.77,71.59,69.68
2021,KALIMANTAN BARAT,KALIMANTAN BARAT,Provinsi,68.87,72.74,70.81
2021,KALIMANTAN BARAT,Sambas,Kabupaten/Kota,67.07,70.88,68.97
2021,KALIMANTAN BARAT,Bengkayang,Kabupaten/Kota,72.06,75.58,73.82
2021,KALIMANTAN BARAT,Landak,Kabupaten/Kota,71.05,74.88,72.97
2021,KALIMANTAN BARAT,Mempawah,Kabupaten/Kota,69.08,73.11,71.09
2021,KALIMANTAN BARAT,Sanggau,Kabupaten/Kota,69.46,73.3,71.38
2021,KALIMANTAN BARAT,Ketapang,Kabupaten/Kota,69.05,73.05,71.05
2021,KALIMANTAN BARAT,Sintang,Kabupaten/Kota,69.87,73.73,71.8
2021,KALIMANTAN BARAT,Kapuas Hulu,Kabupaten/Kota,70.63,74.34,72.48
2021,KALIMANTAN BARAT,Sekadau,Kabupaten/Kota,70.01,73.92,71.97
2021,KALIMANTAN BARAT,Melawi,Kabupaten/Kota,71.04,74.81,72.93
2021,KALIMANTAN BARAT,Kayong Utara,Kabupaten/Kota,66.12,70.5,68.31
2021,KALIMANTAN BARAT,Kubu Raya,Kabupaten/Kota,68.6,72.64,70.62
2021,KALIMANTAN BARAT,Kota Pontianak,Kabupaten/Kota,71.15,74.91,73.03
2021,KALIMANTAN BARAT,Kota Singkawang,Kabupaten/Kota,70.27,74.08,72.17
2021,KALIMANTAN TENGAH,KALIMANTAN TENGAH,Provinsi,67.89,71.72,69.81
2021,KALIMANTAN TENGAH,Kotawaringin Barat,Kabupaten/Kota,68.66,72.59,70.62
2021,KALIMANTAN TENGAH,Kotawaringin Timur,Kabupaten/Kota,67.85,71.82,69.83
2021,KALIMANTAN TENGAH,Kapuas,Kabupaten/Kota,66.76,70.7,68.73
2021,KALIMANTAN TENGAH,Barito Selatan,Kabupaten/Kota,65.17,69.08,67.12
2021,KALIMANTAN TENGAH,Barito Utara,Kabupaten/Kota,69.31,73.19,71.25
2021,KALIMANTAN TENGAH,Sukamara,Kabupaten/Kota,69.55,73.46,71.5
2021,KALIMANTAN TENGAH,Lamandau,Kabupaten/Kota,67.33,71.3,69.31
2021,KALIMANTAN TENGAH,Seruyan,Kabupaten/Kota,67.46,71.18,69.32
2021,KALIMANTAN TENGAH,Katingan,Kabupaten/Kota,63.84,67.76,65.8
2021,KALIMANTAN TENGAH,Pulang Pisau,Kabupaten/Kota,66.07,70.03,68.05
2021,KALIMANTAN TENGAH,Gunung Mas,Kabupaten/Kota,68.38,72.37,70.38
2021,KALIMANTAN TENGAH,Barito Timur,Kabupaten/Kota,66.24,70.25,68.25
2021,KALIMANTAN TENGAH,Murung Raya,Kabupaten/Kota,67.48,71.46,69.47
2021,KALIMANTAN TENGAH,Kota Palangka Raya,Kabupaten/Kota,71.26,75.09,73.18
2021,KALIMANTAN SELATAN,KALIMANTAN SELATAN,Provinsi,66.97,70.79,68.88
2021,KALIMANTAN SELATAN,Tanah Laut,Kabupaten/Kota,67.62,71.52,69.57
2021,KALIMANTAN SELATAN,Kotabaru,Kabupaten/Kota,67.37,71.23,69.3
2021,KALIMANTAN SELATAN,Banjar,Kabupaten/Kota,65.45,69.32,67.38
2021,KALIMANTAN SELATAN,Barito Kuala,Kabupaten/Kota,64.33,68.15,66.24
2021,KALIMANTAN SELATAN,Tapin,Kabupaten/Kota,68.62,72.47,70.55
2021,KALIMANTAN SELATAN,Hulu Sungai Selatan,Kabupaten/Kota,64.19,68.01,66.1
2021,KALIMANTAN SELATAN,Hulu Sungai Tengah,Kabupaten/Kota,64.3,68.07,66.19
2021,KALIMANTAN SELATAN,Hulu Sungai Utara,Kabupaten/Kota,62.22,65.94,64.08
2021,KALIMANTAN SELATAN,Tabalong,Kabupaten/Kota,68.62,72.49,70.56
2021,KALIMANTAN SELATAN,Tanah Bumbu,Kabupaten/Kota,68.53,72.36,70.44
2021,KALIMANTAN SELATAN,Balangan,Kabupaten/Kota,65.87,69.77,67.82
2021,KALIMANTAN SELATAN,Kota Banjarmasin,Kabupaten/Kota,69.4,73.2,71.3
2021,KALIMANTAN SELATAN,Kota Banjar Baru,Kabupaten/Kota,70.19,73.96,72.07
2021,KALIMANTAN TIMUR,KALIMANTAN TIMUR,Provinsi,72.79,76.51,74.65
2021,KALIMANTAN TIMUR,Paser,Kabupaten/Kota,70.86,74.84,72.85
2021,KALIMANTAN TIMUR,Kutai Barat,Kabupaten/Kota,71.13,74.95,73.04
2021,KALIMANTAN TIMUR,Kutai Kartanegara,Kabupaten/Kota,70.67,74.5,72.59
2021,KALIMANTAN TIMUR,Kutai Timur,Kabupaten/Kota,71.5,75.32,73.41
2021,KALIMANTAN TIMUR,Berau,Kabupaten/Kota,70.34,74.13,72.23
2021,KALIMANTAN TIMUR,Penajam Paser Utara,Kabupaten/Kota,70.05,74.05,72.05
2021,KALIMANTAN TIMUR,Mahakam Ulu,Kabupaten/Kota,70.34,74.14,72.24
2021,KALIMANTAN TIMUR,Kota Balikpapan,Kabupaten/Kota,72.86,76.55,74.7
2021,KALIMANTAN TIMUR,Kota Samarinda,Kabupaten/Kota,72.62,76.23,74.43
2021,KALIMANTAN TIMUR,Kota Bontang,Kabupaten/Kota,72.63,76.27,74.45
2021,KALIMANTAN UTARA,KALIMANTAN UTARA,Provinsi,70.69,74.48,72.59
2021,KALIMANTAN UTARA,Malinau,Kabupaten/Kota,71.29,71.69,71.49
2021,KALIMANTAN UTARA,Bulungan,Kabupaten/Kota,71.69,73.65,72.67
2021,KALIMANTAN UTARA,Tana Tidung,Kabupaten/Kota,70.74,71.57,71.16
2021,KALIMANTAN UTARA,Nunukan,Kabupaten/Kota,70.63,72.21,71.42
2021,KALIMANTAN UTARA,Kota Tarakan,Kabupaten/Kota,73.46,74.54,74.0
2021,SULAWESI UTARA,SULAWESI UTARA,Provinsi,69.89,73.72,71.81
2021,SULAWESI UTARA,Bolaang Mongondow,Kabupaten/Kota,67.43,71.35,69.39
2021,SULAWESI UTARA,Minahasa,Kabupaten/Kota,69.15,73.04,71.09
2021,SULAWESI UTARA,Kepulauan Sangihe,Kabupaten/Kota,68.15,72.07,70.11
2021,SULAWESI UTARA,Kepulauan Talaud,Kabupaten/Kota,68.22,72.12,70.17
2021,SULAWESI UTARA,Minahasa Selatan,Kabupaten/Kota,67.95,71.92,69.94
2021,SULAWESI UTARA,Minahasa Utara,Kabupaten/Kota,69.44,73.27,71.35
2021,SULAWESI UTARA,Bolaang Mongondow Utara,Kabupaten/Kota,65.7,69.66,67.68
2021,SULAWESI UTARA,Siau Tagulandang Biaro,Kabupaten/Kota,68.87,72.76,70.81
2021,SULAWESI UTARA,Minahasa Tenggara,Kabupaten/Kota,68.18,72.09,70.14
2021,SULAWESI UTARA,Bolaang Mongondow Selatan,Kabupaten/Kota,62.67,66.35,64.51
2021,SULAWESI UTARA,Bolaang Mongondow Timur,Kabupaten/Kota,65.83,69.87,67.85
2021,SULAWESI UTARA,Kota Manado,Kabupaten/Kota,69.92,73.76,71.84
2021,SULAWESI UTARA,Kota Bitung,Kabupaten/Kota,69.1,72.98,71.04
2021,SULAWESI UTARA,Kota Tomohon,Kabupaten/Kota,70.07,73.9,71.98
2021,SULAWESI UTARA,Kota Kotamobagu,Kabupaten/Kota,68.59,72.48,70.53
2021,SULAWESI TENGAH,SULAWESI TENGAH,Provinsi,66.91,70.85,68.88
2021,SULAWESI TENGAH,Banggai Kepulauan,Kabupaten/Kota,64.64,68.45,66.55
2021,SULAWESI TENGAH,Banggai,Kabupaten/Kota,68.9,72.76,70.83
2021,SULAWESI TENGAH,Morowali,Kabupaten/Kota,67.08,71.15,69.12
2021,SULAWESI TENGAH,Poso,Kabupaten/Kota,69.25,73.06,71.16
2021,SULAWESI TENGAH,Donggala,Kabupaten/Kota,65.53,69.38,67.45
2021,SULAWESI TENGAH,Toli-Toli,Kabupaten/Kota,64.27,68.04,66.16
2021,SULAWESI TENGAH,Buol,Kabupaten/Kota,67.04,70.98,69.01
2021,SULAWESI TENGAH,Parigi Moutong,Kabupaten/Kota,62.25,66.18,64.22
2021,SULAWESI TENGAH,Tojo Una-Una,Kabupaten/Kota,63.96,67.75,65.86
2021,SULAWESI TENGAH,Sigi,Kabupaten/Kota,68.07,71.95,70.01
2021,SULAWESI TENGAH,Banggai Laut,Kabupaten/Kota,63.72,67.52,65.62
2021,SULAWESI TENGAH,Morowali Utara,Kabupaten/Kota,67.55,71.64,69.59
2021,SULAWESI TENGAH,Kota Palu,Kabupaten/Kota,69.01,72.99,71.0
2021,SULAWESI SELATAN,SULAWESI SELATAN,Provinsi,68.77,72.65,70.71
2021,SULAWESI SELATAN,Kepulauan Selayar,Kabupaten/Kota,66.49,70.43,68.46
2021,SULAWESI SELATAN,Bulukumba,Kabupaten/Kota,66.05,70.06,68.06
2021,SULAWESI SELATAN,Bantaeng,Kabupaten/Kota,68.45,72.53,70.49
2021,SULAWESI SELATAN,Jeneponto,Kabupaten/Kota,64.47,68.42,66.44
2021,SULAWESI SELATAN,Takalar,Kabupaten/Kota,65.28,69.24,67.26
2021,SULAWESI SELATAN,Gowa,Kabupaten/Kota,68.43,72.33,70.38
2021,SULAWESI SELATAN,Sinjai,Kabupaten/Kota,65.38,69.28,67.33
2021,SULAWESI SELATAN,Maros,Kabupaten/Kota,66.98,71.04,69.01
2021,SULAWESI SELATAN,Pangkajene dan Kepulauan,Kabupaten/Kota,64.75,68.7,66.72
2021,SULAWESI SELATAN,Barru,Kabupaten/Kota,67.04,71.02,69.03
2021,SULAWESI SELATAN,Bone,Kabupaten/Kota,65.16,69.14,67.15
2021,SULAWESI SELATAN,Soppeng,Kabupaten/Kota,68.01,71.6,69.81
2021,SULAWESI SELATAN,Wajo,Kabupaten/Kota,65.41,69.41,67.41
2021,SULAWESI SELATAN,Sidenreng Rappang,Kabupaten/Kota,68.01,71.93,69.97
2021,SULAWESI SELATAN,Pinrang,Kabupaten/Kota,67.88,71.56,69.72
2021,SULAWESI SELATAN,Enrekang,Kabupaten/Kota,68.92,72.82,70.87
2021,SULAWESI SELATAN,Luwu,Kabupaten/Kota,68.42,72.34,70.38
2021,SULAWESI SELATAN,Tana Toraja,Kabupaten/Kota,71.48,75.22,73.35
2021,SULAWESI SELATAN,Luwu Utara,Kabupaten/Kota,66.6,70.62,68.61
2021,SULAWESI SELATAN,Luwu Timur,Kabupaten/Kota,68.6,72.57,70.58
2021,SULAWESI SELATAN,Toraja Utara,Kabupaten/Kota,71.46,75.23,73.34
2021,SULAWESI SELATAN,Kota Makasar,Kabupaten/Kota,70.17,73.99,72.08
2021,SULAWESI SELATAN,Kota Parepare,Kabupaten/Kota,69.33,73.18,71.25
2021,SULAWESI SELATAN,Kota Palopo,Kabupaten/Kota,68.93,72.8,70.87
2021,SULAWESI TENGGARA,SULAWESI TENGGARA,Provinsi,69.35,73.37,71.36
2021,SULAWESI TENGGARA,Buton,Kabupaten/Kota,66.23,70.53,68.38
2021,SULAWESI TENGGARA,Muna,Kabupaten/Kota,68.22,72.52,70.37
2021,SULAWESI TENGGARA,Konawe,Kabupaten/Kota,68.19,72.4,70.3
2021,SULAWESI TENGGARA,Kolaka,Kabupaten/Kota,69.09,73.32,71.2
2021,SULAWESI TENGGARA,Konawe Selatan,Kabupaten/Kota,68.74,72.97,70.85
